Elapsed time,HTTP Request
19:22:54.0,601.0
19:22:54.500,605.0
19:22:55.500,564.0
19:22:56.500,843.0
19:22:57.0,600.0
19:22:57.500,475.0
19:22:58.0,559.0
19:22:58.500,399.0
19:22:59.500,970.0
19:23:00.0,1136.5
19:23:00.500,585.5
19:23:01.500,722.0
19:23:02.0,479.0
19:23:03.500,1328.0
19:23:04.0,598.5
19:23:04.500,670.0
19:23:05.0,477.0
19:23:05.500,590.0
19:23:06.0,977.0
19:23:06.500,952.0
19:23:07.0,636.6666666666666
19:23:07.500,482.0
19:23:08.500,782.0
19:23:09.0,952.3333333333334
19:23:09.500,620.5
19:23:10.0,495.5
19:23:10.500,713.0
19:23:11.0,919.6666666666666
19:23:11.500,603.0
19:23:12.0,593.0
19:23:12.500,792.5
19:23:13.0,924.25
19:23:13.500,479.6666666666667
19:23:14.0,704.0
19:23:14.500,803.0
19:23:15.0,910.2
19:23:15.500,607.0
19:23:16.0,671.3333333333334
19:23:16.500,821.4
19:23:17.0,587.0
19:23:17.500,726.0
19:23:18.0,820.0
19:23:18.500,589.3333333333334
19:23:19.0,769.3333333333334
19:23:19.500,816.25
19:23:20.0,686.25
19:23:20.500,577.0
19:23:21.0,868.0
19:23:21.500,725.25
19:23:22.0,882.0
19:23:22.500,684.5
19:23:23.0,576.4
19:23:23.500,864.5
19:23:24.0,725.0
19:23:24.500,887.0
19:23:25.0,686.75
19:23:25.500,576.6
19:23:26.0,864.5
19:23:26.500,724.5
19:23:27.0,886.6666666666666
19:23:27.500,686.5
19:23:28.0,577.0
19:23:28.500,865.0
19:23:29.0,726.75
19:23:29.500,889.3333333333334
19:23:30.0,686.5
19:23:30.500,578.0
19:23:31.0,863.75
19:23:31.500,727.25
19:23:32.0,889.3333333333334
19:23:32.500,686.0
19:23:33.0,577.2
19:23:33.500,866.0
19:23:34.0,725.25
19:23:34.500,888.6666666666666
19:23:35.0,689.5
19:23:35.500,576.6
19:23:36.0,867.75
19:23:36.500,735.75
19:23:37.0,885.0
19:23:37.500,687.0
19:23:38.0,575.2
19:23:38.500,867.75
19:23:39.0,686.0
19:23:39.500,747.6666666666666
19:23:40.0,1156.3333333333333
19:23:40.500,823.0
19:23:41.0,523.3333333333334
19:23:41.500,967.8
19:23:42.0,574.6
19:23:42.500,1143.5
19:23:43.0,654.5
19:23:43.500,820.0
19:23:44.0,587.3333333333334
19:23:44.500,643.5
19:23:45.0,1143.0
19:23:45.500,653.25
19:23:46.0,821.0
19:23:46.500,590.3333333333334
19:23:47.0,645.5
19:23:47.500,965.3333333333334
19:23:48.0,677.0
19:23:48.500,819.8
19:23:49.0,588.6666666666666
19:23:49.500,643.8333333333334
19:23:50.0,964.6666666666666
19:23:50.500,674.0
19:23:51.0,820.4
19:23:51.500,588.3333333333334
19:23:52.0,644.0
19:23:52.500,1142.0
19:23:53.0,655.0
19:23:53.500,821.8
