Elapsed time,200,400
19:21:28.0,40.0,1.0
19:21:29.0,7.0,3.0
19:21:30.0,29.0,
19:21:31.0,25.0,
19:21:32.0,24.0,
19:21:33.0,80.0,
19:21:34.0,68.0,6.0
19:21:35.0,102.0,4.0
19:21:36.0,55.0,
19:21:37.0,106.0,
19:21:38.0,109.0,10.0
19:21:39.0,102.0,
19:21:40.0,127.0,6.0
19:21:41.0,128.0,4.0
19:21:42.0,127.0,
19:21:43.0,140.0,10.0
19:21:44.0,146.0,
19:21:45.0,96.0,6.0
19:21:46.0,103.0,4.0
19:21:47.0,130.0,6.0
19:21:48.0,158.0,4.0
19:21:49.0,133.0,6.0
19:21:50.0,161.0,4.0
19:21:51.0,129.0,6.0
19:21:52.0,140.0,4.0
19:21:53.0,128.0,
19:21:54.0,115.0,10.0
19:21:55.0,123.0,
19:21:56.0,159.0,8.0
19:21:57.0,143.0,2.0
19:21:58.0,92.0,6.0
19:21:59.0,154.0,4.0
19:22:00.0,140.0,6.0
19:22:01.0,157.0,4.0
19:22:02.0,172.0,6.0
19:22:03.0,149.0,4.0
19:22:04.0,171.0,6.0
19:22:05.0,138.0,4.0
19:22:06.0,166.0,10.0
19:22:07.0,146.0,
19:22:08.0,164.0,10.0
19:22:09.0,101.0,
19:22:10.0,148.0,6.0
19:22:11.0,139.0,4.0
19:22:12.0,180.0,10.0
19:22:13.0,137.0,
19:22:14.0,163.0,10.0
19:22:15.0,121.0,
19:22:16.0,176.0,10.0
19:22:17.0,144.0,
19:22:18.0,162.0,10.0
19:22:19.0,177.0,
19:22:20.0,150.0,10.0
19:22:21.0,99.0,
19:22:22.0,163.0,10.0
19:22:23.0,174.0,
19:22:24.0,150.0,10.0
19:22:25.0,158.0,
19:22:26.0,157.0,10.0
19:22:27.0,146.0,
